content,label,label_id,content_len
اداره پلیس نیویورک که سال‌ها دوربین‌های نصب شده روی لباس‌های نیروهای پلیس را آزمایش کرده بود به تازگی برخی آنها را کنار گذاشته است. قرار بود از سال آتی هر مأمور پلیس یک دوربین داشته باشد اما به تازگی دوربینی که روی لباس یکی از افسرها نصب بود شروع به دود کردن کرد و آتش گرفت. به این ترتیب اداره پلیس تصمیم گرفت تا تکمیل بازرسی دلیل این اتفاق استفاده از یک مدل دوربین پلیس برای مأموران را متوقف کند. این اتفاق در حوالی نیمه شب در استیتن آیلند نیویورک رخ داده بود. مدل دوربین Vievu LE-۵ اعلام شده است. به گفته مأموری که این اتفاق برایش پیش آمده ناگهان متوجه دود کردن دوربین شده و آن را از لباس جدا کرده و به زمین انداخته است. بر اساس اعلام اداره پلیس در این حادثه هیچ فردی آسیب ندیده است. اکنون اداره پلیس نیویورک در حال بررسی علت موضوع است و استفاده و توزیع این دوربین‌های به حالت تعلیق در آمده است البته گفته شده دوربین‌های مدل LE-۴ همچنان استفاده می‌شوند. بر اساس گزارش‌ها در حدود ۲۹۹۰ دوربین از تمامی ۱۵ هزار و ۵۰۰ دوربینی که توسط اداره پلیس نیویورک استفاده می‌شوند از مدل مشکل دار هستند.,علمی فناوری,4,197
رسول کاهانی کارگردان نمایش سرما‌خوردگی بزرگسالان که قرار است از تیرماه در تماشاخانه باران اجرا شود، در گفتگو با خبرنگار حوزه تئاتر گروه فرهنگی باشگاه خبرنگاران جوان؛ گفت: این اثر همانند دیگر کارهایم درام اجتماعی است و اکنون در حال تمرین هستیم. به طوری که در حین تمرین قصه شکل می‌گیرد اما در یک جمله محوریت کلی داستان مربوط به انتخاب بازیگر دختر در یک فیلم سینمایی است. وی ادامه داد: قرار است این نمایش در تیرماه در تماشاخانه باران به روی صحنه برود و این دومین اثر نمایشی من است که در باران اجرا می‌شود. البته یکی از دلایلی که در تماشاخانه خصوصی اجرا می‌کنم آن است که ما را در سالن‌های دولتی راه نمی‌دهند. کاهانی به اجرای مجدد نمایش زبان اصلی اشاره کرد و گفت: علاوه بر اینکه نمایش زبان اصلی در شهرستان‌هایی چون گیلان و مازندران اجرا خواهد شد، قرار است که باز هم در تهران اجرا برویم اما سالن اجرا در تهران هنوز مشخص نشده است. وی در پایان اظهار داشت: نیمه دوم سال هم نمایشی را با عنوان یک موقعیت هندی به روی صحنه می‌بریم و موضوع آن به دنبال کارهای قبلی‌ام رئال اجتماعی خانوادگی است که البته بیشتر به فضای زبان اصلی نزدیک است. کاهانی الهه شه‌پرست، سوگول قلاتیان و سجاد تابش و مهناز مهدی‌زاده را بازیگران نمایش سرماخوردگی بزرگسالان اعلام کرد.,فرهنگی هنری,5,218
به گزارش خبرآنلاین، اما جیل نیستول مادر اهل یوتا فرمول ساده‌ای را پیشنهاد می‌دهد تا بر این لکه زرد روی لباس فایٔق آیید. {لینک} {لینک} وی پیشنهاد می‌دهد مایع ظرف‌شویی Dawn، آب‌اکسیژنه، جوش‌شیرین و یک برس تهیه‌کرده و سپس برای لکه بری آماده شوید. جیل بعدازاینکه دو پسرش به تیم بسکتبال پیوسته و فعالیت بدنی زیادی پیدا کردند، به این فکر افتاد که چکار کند تا در هزینه خرید لباس جدید صرفه‌جویی کند. وی ابتدا از وایتکس استفاده کرد که باعث شد تا تی‌شرت‌ها لکه لکه شوند. برای این کار ابتدا یک مایع ظرف‌شویی را با دو واحد آب‌اکسیژنه ترکیب کرد و روی لکه‌های زرد ریخت. سپس جوهر نمک را روی آن ریخت و بعد مخلوط روی لباس را برس کرد. سپس یک‌ساعتی اجازه داد تا محلول روی لباس بماند و بعد آن را شست. فرمول وی ازلحاظ علمی نیز تایٔید شده است. وی برای از بین بردن لکه جوهر توصیه می‌کند مایع ضدعفونی را روی لکه ریخته و ۶۰ ثانیه بعد آن را بشویید. الکل باعث می‌شود تا جوهر از روی لباس محو شود. ۵۶۵۶,علمی فناوری,4,176
به گزارش خبرنگار ورزشی باشگاه خبرنگاران، گارد راس با تجربه تیم بسکتبال لس آنجلس لیکرز دو فصل سخت را در این تیم سپری کرده است. نش با بازی مقابل هیوستون راکتز چهاردهمین بازی فصل خود را انجام داد در شرایطی که چند هفته قبل با توجه به مصدومیت وی اعلام شد که این فصل به مسابقات باز نمی‌گردد هر چند با توجه به نیاز تیم به عنوان ذخیره کندال مارشال به بازیها برگشت. بعد از تمام این اتفاقات، یک نقطه مثبت در این فصل برای نش پیدا شد و با پاس گلی که در اواخر کوارتر دوم بازی با هیوستون به جودی میکز داد پنجمین پاس گل خود در بازی را ثبت کرد که تعداد پاسهای گل وی را به ۱۰ هزار و ۳۳۵ پاس رساند و باعث شد از رکورد مارک جکسون سرمربی فعلی گلدن استیت عبور کند و در رده سوم بیشترین پاس گلهای تاریخ NBA قرار بگیرد.,ورزشی,6,150
سامسونگ وابستگی زیادی به چیپست‌های اسنپدراگون برای موبایل‌های عرضه شده در بازار ایالات متحده دارد. با این حال اکثر گوشی‌های دیگر این کمپ-ن- که در سایر نقاط دنیا عرضه می‌شوند، از چیپست‌های اگزینوس ساخت خود کمپ-ن- کره‌ای بهره می‌برند. اکنون سامسونگ قصد دارد پردازشگر گرافیکی ویژه خود را نیز توسعه دهد. پردزاشگر گرافیکی سامسونگ ابتدا در گوشی‌های هوشمند اقتصادی تعبیه خواهد شد این کمپ-ن- امیدوار است مجموعه‌ای از پردازشگرهای گرافیکی خود را ابتدا برای تعبیه در گوشی‌های اقتصادی توسعه دهد. احتمالا دلیل این تصمیم کاهش هزینه تولید این موبایل‌ها باشد. در حال حاضر چیپست‌های اگزینوس از پردازشگر گرافیکی طراحی شده توسط کمپ-ن- ARM بهره می‌برند. انتظار می‌رود پس از آن، پردازنده گرافیکی سامسونگ راه خود را به حوزه‌های دیگر از جمله رانندگی خودران و شاید اینترنت اشیا نیز باز کند. همچنین اگر این پردازنده‌ها محبوبیت خود را به اثبات برسانند سامسونگ می‌تواند نمونه هایی ویژه برای گوشی‌های هوشمند پرچمدار خود معرفی کند. این موضوع می‌تواند حاشیه سود سامسونگ را افزایش دهد. با این حال زمان دقیقی برای توسعه پردازشگر گرافیکی سامسونگ اعلام نشده. به نظر می‌رسد که سامسونگ می‌تواند در ۲ یا ۳ سال آتی اولین نمونه از این پردازشگرها را معرفی کرده و خود را با جریان اصلی فناوری همگام کند. استفاده از پردازشگر گرافیکی ویژه می‌تواند سود سامسونگ را افزایش دهد انتظار داریم کمپ-ن- کره‌ای تا آن زمان همچنان از سری پردازشگرهای Mali طراحی شده توسط کمپ-ن- ARM در گوشی‌های هوشمند خود بهره ببرد. در نهایت در صورت استفاده از پردازشگرهای گرافیکی ویژه، سامسونگ می‌تواند خود را در موقعیت بالاتری نسبت به اپل و هواوی قرار دهد که در بین این دو، هواوی همچنان به محصولات طراحی شده توسط ARM وابسته است. تماشا کنید: بررسی سامسونگ گلکسی اس ۹ و اس ۹ پلاس توسط دیجیاتو,علمی فناوری,4,287
به گزارش خبرگزاری فارس، تیم ملی ویتنام در بازی سوم مرحله گروهی جام ملت‌های آسیا ۲۰۱۹ از ساعت ۱۹:۳۰ به مصاف تیم ملی یمن رفت. در این دیدار ویتنامی‌ها بهتر عمل کردند و در نهایت در نیمه اول با نتیجه یک بر صفر پیروز میدان شدند. تک گل ویتنام را گونگ‌های در دقیقه ۳۹ به ثمر رساند. در نیمه دوم بازی نیز این ویتنام تیم برتر میدان بود که آنها در دقیقه ۶۴ یک ضربه پنالتی به دست آوردند و بوسیله‌های کوانگوک گلزنی کرد تا در این دیدار با نتیجه ۲ بر صفر پیروز شود. ویتنام با این برد ۳ امتیازی شد و در رده سوم جدول گروه D قرار گرفت تا منتظر بازی‌های دیگر باشد و امیدوار به صعود باشد. انتهای پیام/,ورزشی,6,123
به گزارش گروه بین‌الملل خبرگزاری فارس، نیروهای موشکی ارتش یمن و انصارالله چهارشنبه‌شب با شلیک سه فروند موشک بالستیک زلزال-۱، محل تجمع شبه‌نظامیان ائتلاف سعودی در نجران واقع در جنوب عربستان را هدف قرار دادند. به گزارش المسیره، این موشک‌های بالستیک بومی‌ساز به صورت همزمان به سمت محل استقرار شبه‌نظامیان در پایگاه نظامی السدیس شلیک شدند. یگان موشکی ارتش یمن و انصارالله دوشنبه گذشته هم دو فروند موشک بالستیک و نقطه‌زن بدر-p۱ و زلزال-۱ را به سمت محل استقرار شبه‌نظامیان ائتلاف سعودی در نجران شلیک کرده بود. نیروهای یمنی یکشنبه‌شب گذشته نیز دو فروند موشک زلزال-۱ به سمت شبه‌نظامیان مستقر در پادگان طیبه الاسم در صحرای الاجاشر در نجران شلیک کرده بودند. عربستان‌ سعودی با حمایت آمریکا، امارات و چند کشور دیگر از مارس ۲۰۱۵ اقدام به تجاوز نظامی به یمن و محاصره زمینی، دریایی و هوایی این کشور کرده است و پس از آن بود که یمن بی‌دفاع و بی‌سلاح به فکر چاره‌ای برای دفاع از خود و پاسخ به تجاوزات بی‌وقفه متجاوزان افتاد و به ساخت و تولید انواع و اقسام موشک روی آورد. بیشتر این موشک‌ها از نوع زالزل-۱، زلزال-۱ و بدر- ۱ و بدر p۱ هستند که جز موشک‌های بومی یمن محسوب می‌شوند. شلیک این موشک‌ها در سال گذشته میلادی بیش از سال‌های قبل از آن بود و به همین دلیل یمنی‌ها پارسال (سال ۲۰۱۸) را سال موشکی یمن نامگذاری کرده بودند. انتهای پیام/ح,بین الملل,2,228
به گزارش خبرنگار اقتصادی باشگاه خبرنگاران، مهدی هدایت افزود: متقاضیان مسکن مهر پردیس در فازهای ۸، ۹، ۳، ۱۱ و ۵ بر اساس برنامه زمان بندی شده می‌توانند اقساط خود را واریز کنند. وی از نام نویسی حدود ۲۰۰ هزار نفر در طرح مسکن پردیس خبر داد و گفت: تاکنون هیچ متقاضی واجد شرایط از سامانه حذف نشده است و کسانی که علاقه‌ای به حضور در این طرح ندارند به راحتی می‌توانند انصراف دهند. هدایت اظهار داشت: تا پایان سال ۳ هزار واحد آماده تحویل خواهد شد و در فاز ۹ نیز ۲۰۰۰ واحد مسکن مهر در صورت تامین آب و برق تا دو ماه آینده تحویل داده می‌شود. انتهای پیام/,اقتصادی,1,111
به گزارش گروه ورزشی باشگاه خبرنگاران؛ در مسابقات انتخابی (درون اردویی) ۱۲ بازیکن حضور داشتند که در نهایت ۶ ملی پوش انتخاب شدند. قرار است ۳ مرحله اردو تا زمان اعزام برگزار شود که اولین دوره آن ۱۵ و ۱۶ هفته جاری و دومین مرحله آن ۲۲ و ۲۳ اسفندماه جاری و مرحله نهایی نیز ۹ تا ۱۶ فروردین ماه سال آینده برگزار خواهد شد. نفرات اعزامی به مسابقات جهانی به شرح زیر است: شکیبا زیدی از اصفهان - مریم پارسا از خراسان رضوی - ستاره امینی از اصفهان - مرجان زیدی از اصفهان - عاطفه دهقان از تهران - تکتم نجفی از خراسان رضوی فاطمه ابهر: سرمربی و سرپرست گفتنی است رقابتهای جهانی فوتبال رومیز طی روزهای ۱۹ تا ۲۳ فروردین ماه سال آینده در شهر تورین ایتالیا برگزار خواهد شد.,ورزشی,6,132
گزینه سرمربیگری تیم ملی والیبال ایران گفت: هدف من از حضور در ایران این است که بتوانم سطح والیبال ایران را بهتر بشناسم. مدیر عامل سابق باشگاه استقلال گفت: منصوریان بهتر است به جای محکوم کردن مدیران قبلی به فکر نتایج تیم خود باشد. طبق اعلام دپارتمان داوری مبنی بر دو کارت زرد بودن مسعود ابراهیم‌زاده در بازی پرسپولیس و گسترش فولاد این بازیکن محروم است. براساس اعلام باشگاه رئال مادرید لوگوی این باشگاه پرطرفدار از این پس در کشورهای مسلمان با تغییراتی مواجه خواهد شد. مسعود سلطانی فر گفت: با توجه صحبت‌هایی که با رئیس سازمان مالیاتی کشور داشتم، به زودی برای حل و فصل بدهی‌های مالیاتی دو باشگاه پرسپولیس و استقلال جلسه‌ای برگزار خواهیم کرد.,ورزشی,6,117
به گزارش خبرنگار گروه علمی و دانشگاهی خبرگزاری فارس به نقل از تایمز هایر اجوکیشن، نتایج یک بررسی جدید نشان داد، ارزش جایزه زنان دانشمند در جامعه علمی کمتر از مردان است. تجزیه و تحلیل جوایز در علوم زیست شناسی و علوم زیست پزشکی بین سال‌های ۱۹۶۸ و ۲۰۱۷ نشان می‌دهد که شمار زیادی از دانشمندان زن جایزه‌های را علمی برای خدمات به دست می‌آورند. برهمین اساس، به جایزه‌های علمی برده‌شده توسط زنان پول و اعتبار کمتری پیشنهاد می‌شود. محققان این پژوهش تأکید می‌کنند، شمار زیادی از دانشمندان زن جوایز را نه برای تحقیقات علمی بلکه برای خدمات به دست می‌آورند. تفاوت‌های اعتباری جوایز در شرایطی رخ می‌دهد که تقریبا شمار زنان دانشمند با مردان دانشمند در رشته‌های علوم زیست شناسی و علوم زیست پزشکی برابری می‌کند. این بررسی که توسط محققان دانشگاه نورث وسترن صورت گرفته بیانگر آن است که دانشمندان زن برنده جوایز علمی به ازای هر دلار درآمد دانشمندان مرد تنها ۶۴ سنت به دست می‌آورند. سهم زنان از جوایز علمی در سال ۱۹۷۷ پنج درصد بوده است اما در سال ۲۰۱۷ به ۲۷ درصد رسیده است. انتهای پیام/,علمی فناوری,4,182
جعفر بای آسیب شناس اجتماعی در گفتگو با خبرنگار حوزه ازدواج و خانواده گروه اجتماعی باشگاه خبرنگاران جوان؛ با بیان اینکه متاسفانه در برخی از جوامع کودکان قربانی اختلافات خانوادگی می‌شوند، اظهار داشت: کودکان به این علت که توانایی کمتری برای دفاع از خود دارند بیشتر مورد تهاجم قرار می‌گیرند و درگیر اختلافات خانوداگی می‌شوند. وی خاطر نشان کرد: در مشاجره میان والدین و اختلافات اقوام و خویشاوندان نباید کودکان را هدف قرار داد و از آن‌ها به عنوان طعمه استفاده کرد، چرا که اختلافات موجب تخریب شخصیت کودکان می‌شود، در نتیجه چنین کودکانی توانایی درک پیرامون محیط خود را نخواهند داشت و در بزرگسالی در معرض انواع بیماری‌های روحی و روانی قرار می‌گیرند. این آسیب شناس اجتماعی تصریح کرد: کودکانی که تحت تاثیر اختلافات خانوداگی مورد توبیخ، آزار و اذیت قرار می‌گیرند در بزرگسالی نسبت به همسالان خود بیشتر آسیب پذیر می‌شوند و تحت تاثیر همان حادثه قرار می‌گیرند. بای در پایان گفت: متاسفانه زنان و کودکان به دلیل نداشتن توانایی‌های لازم برای دفاع از خود بیشتر در معرض خشونت هستند. در برخی از اختلافات خانوادگی علاوه بر آزار و اذیت کودکان، با بدگویی هر یک از والدین، ذهنیت کودکان دچار تعارض و دوگانگی می‌شود و کودکان در بزرگسالی با نگرش منفی نسبت به یکی از والدین رفتار خواهند کرد.,اجتماعی,0,211
منابع مطلع می‌گویند علیرغم برنامه ریزی برخی شرکت‌های سازنده گوشی‌های هوشمند برای تولید تلفن‌های همراه سازگار با شبکه‌های نسل پنجم اپل در این زمینه عجله‌ای ندارد. به گزارش خبرنگار گروه علمی و دانشگاهی خبرگزاری فارس به نقل از ورج، اپل قصد دارد سال آینده هم آیفون هایی عرضه کند که تنها با استاندارد مخابراتی نسل چهارم سازگاری دارند و عرضه گوشی‌های نسل پنجم خود را تا سال ۲۰۲۰ به تعویق خواهد انداخت. در همین حال خبر می‌رسد برخی رقبای اپل برنامه ریزی برای تولید گوشی‌های هوشمند نسل پنجم را آغاز کرده‌اند که از جمله آنها می‌توان به سامسونگ اشاره کرد. این شرکت با همکاری وریزون گوشی نسل پنجم خود را در تابستان سال ۲۰۱۹ عرضه خواهد کرد. همچنین اینتل هم در حال برنامه ریزی برای تولید مودم‌های نسل پنجم است. از جمله دیگر شرکت هایی که در این زمینه سرمایه گذاری سنگینی به عمل اورده‌اند می‌توان به سامسونگ و هواوی اشاره کرد. کارشناسان می‌گویند اپل معمولا در زمینه کاربرد فناوری‌های جدید در تولیدات خود کندتر از رقبا عمل کرده است و همین امر خطر کاهش سهم آن از بازار گوشی‌های هوشمند را جدی‌تر از قبل کرده است.,علمی فناوری,4,187
یک شرکت دارویی به نام Proteus که وابسته به سیلیکون‌ ولی است برای بیماران سرطانی قرص‌های هوشمندی تولید کرده است که یک حسگر کوچک در آن‌ها تعبیه شده است. عملکرد این حسگرها توسط پچ‌هایی که به شکم بیمار وصل می‌شوند، مورد ردیابی قرار می‌گیرند. این شرکت برای اولین بار در سال ۲۰۱۷ میلادی این فناوری را در داروهای اسکیزوفرنی و افسردگی استفاده کرد و پس از آن روی ۴۰ داروی مختلف دیگر نیز آن را به کار برد. حال این قرص‌های هوشمند برای بیماری سرطان در حال تولید هستند و آزمایشات بالینی این قرص‌ها در حال انجام است که به عنوان بخشی از این آزمایش، هفت بیمار که به سرطان روده بزرگ مبتلا هستند، مورد آزمایش قرار گرفته‌اند و به جای داروهای معمول خود، از این قرص‌های هوشمند استفاده می‌کنند. هدف از انجام این آزمایش بررسی این موضوع است که آیا قرص‌های هوشمند، عملکرد خوبی دارند یا خیر؟ این قرص‌ها به بیماران کمک می‌کنند که در زمان تعیین شده قرص‌های خود را به موقع و به میزان لازم مصرف کنند و مصرف به موقع قرص‌ها در بیماری‌های همچون سرطان، اسکیزوفرنی و افسردگی ضروری است. ۵۶۵۶,علمی فناوری,4,185
به گزارش خبرنگار اجتماعی باشگاه خبرنگاران، نشست شهرداران مدارس منطقه با حضور شهردار منطقه هفت، مشاور عالی شهردار، معاون اجتماعی و فرهنگی، مدیر آموزش‌های شهروندی منطقه، کارشناسان آموزش نواحی پنجگانهف شهرداران و معاونین مدارس و رابطین شهردار مدرسه برگزار شد. در ابتدای این نشست رضا نگهبان شهردار منطقه هفت از زحمات شهروندان تشکر و قدردانی کرد و گفت: دانش‌آموزان به عنوان سرمایه‌های اجتماعی کشور باید در کارهای اجتماعی هدف‌دار شرکت کنند و شهرداران مدارس باید تحصیلات عالی و رسیدن به مدارج علمی را در اولویت‌های خود قرار دهند چراکه آنها به عنوان شهرداران و معاونین مدرسه الگوی دیگر دانش‌آموزان مدارس خود هستند. نگهبان خاطرنشان کرد: برنامه‌ها و فعالیت‌های شهرداران مدارس به تقویت مسئولیت‌پذیری و روحیه مشارکت جویی نوجوانان در سطح مدیریت شهری کمک کرده و تمام این فعالیت‌ها منجر به شناخت بهتر شهر و شیوه‌های اداره آن به منظور ایجاد رابطه عاطفی و مسئولانه نسبت به محیط زندگی خواهد شد. در ادامه این نشست نادیا طاری مدیر اداره آموزش‌های شهروندی منطقه هفت توضیحاتی را در خصوص نحوه انتخابات شهردار مدرسه در مهرماه سال جاری و استقبال گسترده دانش‌آموزان از این طرح، علاقه‌مندی دانش‌آموزان به شرکت در فعالیت‌های فرهنگی و اجتماعی از زمان برپایی این طرح در مدارس منتخب و همکاری شهرداران مدارس با شهرداری در جهت بهسازی فعالیت‌های مدرسه در زمینه‌های اجتماعی، آموزشی و فرهنگی مطرح کرد. در ادامه این نشست هر یک از شهرداران مدرسه در خصوص مشکلات، معضلات، فعالیت‌ها و برنامه‌های آتی خود گزارشی را ارائه کردند و در پایان به پاس قدردانی زحمات شهرداران مدارس از سوی اداره آموزش‌های شهروندی منطقه هدایایی به رسم یادبود به آنها اهدا شد. انتهای‌پیام/,اجتماعی,0,263
على اکبر طاهرى در گفتگو اختصاصى با خبرنگار فوتبال و فوتسال گروه ورزش باشگاه خبرنگاران جوان درباره تساوى برابر الاهلى عربستان اظهار کرد: بازیکنان تیم ما توانستند حداقل استعداد و قابلیت خود را در این بازی نشان بدهند و شکست دو بر صفر را با تساوی عوض کردند. او ادامه داد: بازیکنان تلاش زیادى انجام دادند و در بازى برگشت هم باید با تمام توان حاضر شوند تا از این مرحله صعود کنند. به طور حتم بازى برگشت را مى بریم و به مرحله بعد صعود مى کنیم. مدیر عامل پرسپولیس درباره استقبال هواداران از این بازى خاطر نشان کرد: به هرحال اخذ روادید جهت سفر به عمان براى هواداران سخت است. اى کاش مى توانستیم در تهران با حضور هواداران پرشور خود این بازى را انجام مى دادیم. انتهای پیام/,ورزشی,6,131
به گزارش حوزه سینما گروه فرهنگی باشگاه خبرنگاران جوان؛ شایعات تایید نشده‌ای در فضای مجازی دست به دست می‌شود که همایون شجریان خواننده کشورمان با سحر دولتشاهی بازیگر سینما و تئاتر ازدواج کرده است. هنوز سحر دولتشاهی و همایون شجریان، واکنشی نسبت به این خبر نشان نداده‌اند و این شایعات را تکذیب و یا تایید نکرده‌اند. آن چیزی که باعث شده به این شایعه دامن بزنند همکاری این دو هنرمند در پروژه سی بوده است. متاسفانه این حواشی و شایعات پایان ناپذیر است و همچنان ادامه دارد. سحر دولتشاهی از سال ۸۰ فعالیت خود را در بازیگری آغاز کرد و توانست در فیلم عصر یخبندان سیمرغ بلورین بهترین بازیگر نقش مکمل را دریافت کند.,فرهنگی هنری,5,114
به گزارش خبرنگار سیاست خارجی باشگاه خبرنگاران؛ سید مهدی مصطفوی در حاشیه‌ هشتمین گردهمایی بین‌المللی اتحاد دانشجویان جهان اسلام در جمع خبرنگاران درباره مذاکرات هسته‌ای کشورمان با ۵+۱ اظهار داشت: مذاکرات هسته‌ای سختی پیش رو است و اعضای تیم مذاکره کننده بر روی اهداف و ارزش‌ها پایبندی داشته‌اند و گفتگوها قطع نشده است. عضو شورای عالی راهبردی روابط خارجی کشورمان با اشاره به صحبت‌های وزیر امور خارجه کشورمان مبنی بر اینکه مذاکرات در پرانتزها قرار دارد؛ گفت: طرفین مذاکره شروطی را مطرح می‌کنند که همین امر موجب دوری از مباحث اخلی در مذاکرات می‌شود و این مسئله کمی اذیت کننده است. مصطفوی تصریح کرد: تیم مذاکره کننده هسته‌ای کشورمان به دنبال حذف حواشی و عدم توجه به مباحث غیرمعقولی است که از سوی غربی‌ها مطرح می‌شود. عضو شورای عالی راهبردی روابط خارجی کشورمان خاطرنشان کرد: ‌ تیم مذاکره کننده هسته‌ای بر روی حقوق ایران و آنچه که سازمان‌های بین‌المللی بر آن تأکید می‌کنند باید بایستد. انتهای پیام/,سیاسی,3,157
گاهی اوقات افرادی برای دریافت خسارت از بیمه، به دروغ ادعا می‌کنند که اموالشان دزدیده شده است و گزارشی در همین رابطه به پلیس ارایٔه می‌دهند اما شاید نرم‌افزاری که برای تشخیص چنین گزارش‌هایی طراحی شده، بتواند گزارش‌های جعلی را شناسایی کند. این نرم‌افزار موسوم به وریپول (VeriPol) که توسط دانشمندان دانشگاه کاردیف (Cardiff University) انگلستان و دانشگاه کارلوس سوم مادرید (UC۳M) در اسپ-ن-ا طراحی شده، با داده‌های گزارش‌های جعلی موجود در اداره پلیس مورد آموزش قرار گرفته است- این نرم‌افزار با استفاده از پردازش زبان‌های طبیعی (NLP) که یکی از انواع هوش مصنوعی است، الگوهای زبانی که بیشتر در این گونه گزارش‌ها تکرار شده، شناسایی می‌کند- وریپول می‌تواند گزارش‌های جعلی که جملات کوتاهی دارند و شامل جزیٔیات مربوط به سارق، حادثه و اظهارات شاهدان نمی‌شوند یا گزارش‌هایی که بلافاصله پس از رخ دادن سرقت، به پلیس رسیده‌اند، شناسایی کند- این نرم‌افزار در نخستین آزمایش روی مجموعه‌ای شامل ۱۰۰۰ گزارش، گزارش‌های جعلی را با دقت ۸۰ درصد شناسایی کرد- وریپول در حال حاضر، در ادارات پلیس اسپ-ن-ا به کار گرفته شده است- دکتر خوزه کاماچو کولادوس (Jose Camacho-Collados)، از نویسندگان این پروژه گفت: پژوهش ما، بینش جدیدی در مورد افرادی که به پلیس دروغ می‌گویند ارایٔه می‌دهد. این پژوهش، در مجله Knowledge-Based Systems به چاپ رسید.,علمی فناوری,4,206
به گزارش گروه پارلمانی خبرگزاری فارس، کاظم جلالی رئیس مرکز پژوهش‌های مجلس با بیان اینکه در پی فرمایشات امروز مقام معظم رهبری در درس خارج فقه در مورد قانون منع بکارگیری بازنشستگان علی لاریجانی ملاحظات معظم له برای اصلاح قانون را به بنده به عنوان رئیس مرکز پژوهش‌های مجلس اعلام کردند، گفت: بر این اساس مقرر شد با همکاری جمعی از نمایندگان، کارشناسان، پژوهشگران و معاون قوانین مجلس طرحی را جهت اصلاح قانون مطابق با نظر مقام معظم رهبری تدوین و آماده کنیم. نماینده مردم تهران، ری، شمیرانات، اسلامشهر و پردیس در مجلس شورای اسلامی با بیان اینکه از معظم له برای اظهار محبت نسبت به اصل قانون تشکر و سپاسگزاری می‌کنیم، افزود: ایشان قانون را امری لازم و ضروری جهت اینکه جوانان و نیروهای تازه نفس جدید وارد عرصه مدیریتی کشور شوند دانستند ضمن اینکه ایشان فرمودند که این قانون باید به طور کامل اجرا شده و نباید معطل بماند و تاکنون نیز به خوبی اجرا شده است. رئیس مرکز پژوهش‌های مجلس شورای اسلامی، ادامه داد: بنابراین ما بررسی نکات و ملاحظاتی که مقام معظم رهبری داشتند را هر چه سریع‌تر در دستور کار گروه کارشناسی قرار می‌دهیم و ان شاء الله آن را به مجلس و کمیسیون تخصصی ارائه خواهیم کرد. انتهای پیام/,سیاسی,3,205
به گزارش باشگاه خبرنگاران به نقل از روابط عمومی نمایش، دانشجویان تمامی رشته‌ها می‌توانند با مراجعه به سایت برای خرید بلیت‌های نمایش چیترا، با ۵۰ درصد تخفیف، اقدام کنند. بهای بلیت این نمایش ۱۵۰۰۰ تومان است که دانشجویان می‌توانند با پرداخت ۷۵۰۰ تومان بلیت‌های این نمایش را تهیه کنند و در هنگام مراجعه با ارائه کارت دانشجویی به تماشای نمایش بنشینند. در حال حاضر برای هر اجرا ۳۶ صندلی دانشجویی در نظر گرفته شده که با توجه به میزان استقبال دانشجویان امکان افزایش آن نیز وجود دارد. نمایش چیترا، به کارگردانی علی عالی پور، از ۸ مهر تا ۸ آبان ماه ساعت ۱۹:۳۰ در برج آزادی، روی صحنه می‌رود. /ص,فرهنگی هنری,5,110
به گزارش سرویس بین‌الملل باشگاه خبرنگاران به نقل از به نقل از فرانس ۲۴؛ نیروهای سودان جنوبی مواضع شورشیان را در شهر نفت‌خیز ملوط با تانک و بالگردهای نظامی هدف حمله قرار دادند؛ اما از سوی سازمان ملل به نقض قوانین حقوق بشر و تیراندازی به سوی اردوگاه پناهجویان غیر‌نظامی متهم شدند. ارتش سودان جنوبی موفق شد با کمک نیروهای نظامی اوگاندا، شورشیان مسلح را از شهر ملوط – واقع در نیل علیا – بیرون براند؛ اما مقام ارشد نیروهای حافظ صلح سازمان ملل اعلام کرد: در دو روز گذشته دست کم ۲۲ بار اردوگاه پناهجویان غیر‌نظامی که سازمان ملل متحد برپا کرده بود هدف قرار گرفت و ۸ نفر کشته شدند. این موضوع در شمار جرایم جنگی قرار دارد و قابل پیگیری است. سازمان ملل بارها از نیروهای دولتی و شورشیان سودان جنوبی درخواست کرد، اردوگاه شهروندان غیر‌نظامی را هدف قرار ندهند و موجب عمیق‌تر شدن فاجعه انسانی در این کشور نشوند. پزشکان بدون مرز نیز نسبت به افزایش تلفات انسانی در سودان جنوبی و گسترش روزانه محدوده عملیات نظامی در این کشور هشدار داده‌اند. پس از آنکه سالواکر میاردیت، رییس جمهور سودان جنوبی، دسامبر ۲۰۱۳ (آذر ۹۲) ریک مشار معاون برکنار شده خود را به تلاش برای کودتا متهم کرد، جنگ داخلی در این کشور آغاز شد.,بین الملل,2,209
